geo_type,geography,year,category,percent
SU/District,Rivendell Interstate SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Rivendell Interstate SD,2023,Attended Publicly Funded PreK,0
SU/District,Rivendell Interstate SD,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Rutland City SD,2023,,0.75
SU/District,Rutland City SD,2023,All Students Surveyed,0.87
SU/District,Rutland City SD,2023,Boys,0.87
SU/District,Rutland City SD,2023,Girls,0.88
SU/District,Rutland City SD,2023,Free and Reduced Lunch Eligible,0.75
SU/District,Rutland City SD,2023,Not Free and Reduced Lunch Eligible,0.93
SU/District,Rutland City SD,2023,Attended Publicly Funded PreK,0.83
SU/District,Rutland City SD,2023,Did Not Attend Publicly Funded PreK,0.93
SU/District,Rutland Northeast SD,2023,,0.72
SU/District,Rutland Northeast SD,2023,All Students Surveyed,0.85
SU/District,Rutland Northeast SD,2023,Boys,0.76
SU/District,Rutland Northeast SD,2023,Girls,0.92
SU/District,Rutland Northeast SD,2023,Free and Reduced Lunch Eligible,0.72
SU/District,Rutland Northeast SD,2023,Not Free and Reduced Lunch Eligible,0.9
SU/District,Rutland Northeast SD,2023,Attended Publicly Funded PreK,0.86
SU/District,Rutland Northeast SD,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Slate Valley SD,2023,,0.79
SU/District,Slate Valley SD,2023,All Students Surveyed,0.9
SU/District,Slate Valley SD,2023,Boys,0.82
SU/District,Slate Valley SD,2023,Girls,0.96
SU/District,Slate Valley SD,2023,Free and Reduced Lunch Eligible,0.79
SU/District,Slate Valley SD,2023,Not Free and Reduced Lunch Eligible,0.92
SU/District,Slate Valley SD,2023,Attended Publicly Funded PreK,0.92
SU/District,Slate Valley SD,2023,Did Not Attend Publicly Funded PreK,0.86
SU/District,South Burlington SD,2023,,0.75
SU/District,South Burlington SD,2023,All Students Surveyed,0.91
SU/District,South Burlington SD,2023,Boys,0.88
SU/District,South Burlington SD,2023,Girls,0.93
SU/District,South Burlington SD,2023,Free and Reduced Lunch Eligible,0.75
SU/District,South Burlington SD,2023,Not Free and Reduced Lunch Eligible,0.95
SU/District,South Burlington SD,2023,Attended Publicly Funded PreK,0.92
SU/District,South Burlington SD,2023,Did Not Attend Publicly Funded PreK,0.86
SU/District,Southwest Vermont SU,2023,,0.85
SU/District,Southwest Vermont SU,2023,All Students Surveyed,0.88
SU/District,Southwest Vermont SU,2023,Boys,0.84
SU/District,Southwest Vermont SU,2023,Girls,0.93
SU/District,Southwest Vermont SU,2023,Free and Reduced Lunch Eligible,0.85
SU/District,Southwest Vermont SU,2023,Not Free and Reduced Lunch Eligible,0.91
SU/District,Southwest Vermont SU,2023,Attended Publicly Funded PreK,0.92
SU/District,Southwest Vermont SU,2023,Did Not Attend Publicly Funded PreK,0.81
SU/District,Springfield SD,2023,,0.63
SU/District,Springfield SD,2023,All Students Surveyed,0.77
SU/District,Springfield SD,2023,Boys,0.69
SU/District,Springfield SD,2023,Girls,0.85
SU/District,Springfield SD,2023,Free and Reduced Lunch Eligible,0.63
SU/District,Springfield SD,2023,Not Free and Reduced Lunch Eligible,0.85
SU/District,Springfield SD,2023,Attended Publicly Funded PreK,0.74
SU/District,Springfield SD,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,St Johnsbury SD,2023,,0.75
SU/District,St Johnsbury SD,2023,All Students Surveyed,0.83
SU/District,St Johnsbury SD,2023,Boys,0.8
SU/District,St Johnsbury SD,2023,Girls,0.87
SU/District,St Johnsbury SD,2023,Free and Reduced Lunch Eligible,0.75
SU/District,St Johnsbury SD,2023,Not Free and Reduced Lunch Eligible,1
SU/District,St Johnsbury SD,2023,Attended Publicly Funded PreK,0
SU/District,St Johnsbury SD,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Two Rivers SU,2023,,0.85
SU/District,Two Rivers SU,2023,All Students Surveyed,0.88
SU/District,Two Rivers SU,2023,Boys,0.9
SU/District,Two Rivers SU,2023,Girls,0.87
SU/District,Two Rivers SU,2023,Free and Reduced Lunch Eligible,0.85
SU/District,Two Rivers SU,2023,Not Free and Reduced Lunch Eligible,0.9
SU/District,Two Rivers SU,2023,Attended Publicly Funded PreK,0.9
SU/District,Two Rivers SU,2023,Did Not Attend Publicly Funded PreK,0.85
SU/District,Washington Central SU,2023,,0.89
SU/District,Washington Central SU,2023,All Students Surveyed,0.91
SU/District,Washington Central SU,2023,Boys,0.87
SU/District,Washington Central SU,2023,Girls,0.97
SU/District,Washington Central SU,2023,Free and Reduced Lunch Eligible,0.89
SU/District,Washington Central SU,2023,Not Free and Reduced Lunch Eligible,0.92
SU/District,Washington Central SU,2023,Attended Publicly Funded PreK,0.94
SU/District,Washington Central SU,2023,Did Not Attend Publicly Funded PreK,0.8
SU/District,White River Valley SU,2023,,1
SU/District,White River Valley SU,2023,All Students Surveyed,0.98
SU/District,White River Valley SU,2023,Boys,0.98
SU/District,White River Valley SU,2023,Girls,0.98
SU/District,White River Valley SU,2023,Free and Reduced Lunch Eligible,1
SU/District,White River Valley SU,2023,Not Free and Reduced Lunch Eligible,0.97
SU/District,White River Valley SU,2023,Attended Publicly Funded PreK,0.98
SU/District,White River Valley SU,2023,Did Not Attend Publicly Funded PreK,0.96
SU/District,Windham Central SU,2023,,0.89
SU/District,Windham Central SU,2023,All Students Surveyed,0.8
SU/District,Windham Central SU,2023,Boys,0.75
SU/District,Windham Central SU,2023,Girls,0.86
SU/District,Windham Central SU,2023,Free and Reduced Lunch Eligible,0.89
SU/District,Windham Central SU,2023,Not Free and Reduced Lunch Eligible,0.74
SU/District,Windham Central SU,2023,Attended Publicly Funded PreK,0
SU/District,Windham Central SU,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Windham Northeast SU,2023,,0.8
SU/District,Windham Northeast SU,2023,All Students Surveyed,0.86
SU/District,Windham Northeast SU,2023,Boys,0.79
SU/District,Windham Northeast SU,2023,Girls,0.92
SU/District,Windham Northeast SU,2023,Free and Reduced Lunch Eligible,0.8
SU/District,Windham Northeast SU,2023,Not Free and Reduced Lunch Eligible,0.88
SU/District,Windham Northeast SU,2023,Attended Publicly Funded PreK,0.85
SU/District,Windham Northeast SU,2023,Did Not Attend Publicly Funded PreK,0.89
SU/District,Windham Southeast SU,2023,,0.66
SU/District,Windham Southeast SU,2023,All Students Surveyed,0.82
SU/District,Windham Southeast SU,2023,Boys,0.77
SU/District,Windham Southeast SU,2023,Girls,0.89
SU/District,Windham Southeast SU,2023,Free and Reduced Lunch Eligible,0.66
SU/District,Windham Southeast SU,2023,Not Free and Reduced Lunch Eligible,0.89
SU/District,Windham Southeast SU,2023,Attended Publicly Funded PreK,0.85
SU/District,Windham Southeast SU,2023,Did Not Attend Publicly Funded PreK,0.76
SU/District,Windham Southwest SU,2023,,0
SU/District,Windham Southwest SU,2023,All Students Surveyed,1
SU/District,Windham Southwest SU,2023,Boys,1
SU/District,Windham Southwest SU,2023,Girls,1
SU/District,Windham Southwest SU,2023,Free and Reduced Lunch Eligible,0
SU/District,Windham Southwest SU,2023,Not Free and Reduced Lunch Eligible,1
SU/District,Windham Southwest SU,2023,Attended Publicly Funded PreK,1
SU/District,Windham Southwest SU,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Windsor Central,2023,,0
SU/District,Windsor Central,2023,All Students Surveyed,0
SU/District,Windsor Central,2023,Boys,0
SU/District,Windsor Central,2023,Girls,0
SU/District,Windsor Central,2023,Free and Reduced Lunch Eligible,0
SU/District,Windsor Central,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Windsor Central,2023,Attended Publicly Funded PreK,0
SU/District,Windsor Central,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Windsor Southeast SU,2023,,0
SU/District,Windsor Southeast SU,2023,All Students Surveyed,0.8
SU/District,Windsor Southeast SU,2023,Boys,0.83
SU/District,Windsor Southeast SU,2023,Girls,0.92
SU/District,Windsor Southeast SU,2023,Free and Reduced Lunch Eligible,0
SU/District,Windsor Southeast SU,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Windsor Southeast SU,2023,Attended Publicly Funded PreK,0.78
SU/District,Windsor Southeast SU,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Winooski SD,2023,,0.68
SU/District,Winooski SD,2023,All Students Surveyed,0.75
SU/District,Winooski SD,2023,Boys,0.71
SU/District,Winooski SD,2023,Girls,0.79
SU/District,Winooski SD,2023,Free and Reduced Lunch Eligible,0.68
SU/District,Winooski SD,2023,Not Free and Reduced Lunch Eligible,0.82
SU/District,Winooski SD,2023,Attended Publicly Funded PreK,0
SU/District,Winooski SD,2023,Did Not Attend Publicly Funded PreK,0
State,Vermont,2024,,0.73
State,Vermont,2024,All Students Surveyed,0.85
State,Vermont,2024,Boys,0.81
State,Vermont,2024,Girls,0.9
State,Vermont,2024,Free and Reduced Lunch Eligible,0.73
State,Vermont,2024,Not Free and Reduced Lunch Eligible,0.88
State,Vermont,2024,Attended Publicly Funded PreK,0.87
State,Vermont,2024,Did Not Attend Publicly Funded PreK,0.79
SU/District,Addison Central Supervisory Dist,2024,,69
SU/District,Addison Central Supervisory Dist,2024,All Students Surveyed,0.86
SU/District,Addison Central Supervisory Dist,2024,Boys,0.81
SU/District,Addison Central Supervisory Dist,2024,Girls,0.91
SU/District,Addison Central Supervisory Dist,2024,Free and Reduced Lunch Eligible,0.69
SU/District,Addison Central Supervisory Dist,2024,Not Free and Reduced Lunch Eligible,0.89
SU/District,Addison Central Supervisory Dist,2024,Attended Publicly Funded PreK,0.84
SU/District,Addison Central Supervisory Dist,2024,Did Not Attend Publicly Funded PreK,0.91
SU/District,Addison Northwest Supervisory Di,2024,,0
SU/District,Addison Northwest Supervisory Di,2024,All Students Surveyed,0.88
SU/District,Addison Northwest Supervisory Di,2024,Boys,0.88
SU/District,Addison Northwest Supervisory Di,2024,Girls,0.88
SU/District,Addison Northwest Supervisory Di,2024,Free and Reduced Lunch Eligible,0
SU/District,Addison Northwest Supervisory Di,2024,Not Free and Reduced Lunch Eligible,0.88
SU/District,Addison Northwest Supervisory Di,2024,Attended Publicly Funded PreK,0.88
SU/District,Addison Northwest Supervisory Di,2024,Did Not Attend Publicly Funded PreK,0.88
SU/District,Barre Unified School District,2024,,59
SU/District,Barre Unified School District,2024,Free and Reduced Lunch Eligible,0.59
SU/District,Barre Unified School District,2024,Attended Publicly Funded PreK,0.78
SU/District,Barre Unified School District,2024,Did Not Attend Publicly Funded PreK,0.67
SU/District,Barre Unified Union School Distr,2024,All Students Surveyed,0.76
SU/District,Barre Unified Union School Distr,2024,Boys,0.69
SU/District,Barre Unified Union School Distr,2024,Girls,0.83
SU/District,Barre Unified Union School Distr,2024,Not Free and Reduced Lunch Eligible,0.81
SU/District,Bennington Rutland Supervisory U,2024,,64
SU/District,Bennington Rutland Supervisory U,2024,All Students Surveyed,0.74
SU/District,Bennington Rutland Supervisory U,2024,Boys,0.68
SU/District,Bennington Rutland Supervisory U,2024,Girls,0.81
SU/District,Bennington Rutland Supervisory U,2024,Free and Reduced Lunch Eligible,0.64
SU/District,Bennington Rutland Supervisory U,2024,Not Free and Reduced Lunch Eligible,0.75
SU/District,Bennington Rutland Supervisory U,2024,Attended Publicly Funded PreK,0.71
SU/District,Bennington Rutland Supervisory U,2024,Did Not Attend Publicly Funded PreK,0.83
SU/District,Burlington Supervisory District,2024,,76
SU/District,Burlington Supervisory District,2024,All Students Surveyed,0.82
SU/District,Burlington Supervisory District,2024,Boys,0.79
SU/District,Burlington Supervisory District,2024,Girls,0.87
SU/District,Burlington Supervisory District,2024,Free and Reduced Lunch Eligible,0.76
SU/District,Burlington Supervisory District,2024,Not Free and Reduced Lunch Eligible,0.84
SU/District,Burlington Supervisory District,2024,Attended Publicly Funded PreK,0.84
SU/District,Burlington Supervisory District,2024,Did Not Attend Publicly Funded PreK,0.75
SU/District,Caledonia Central Supervisory Un,2024,,87
SU/District,Caledonia Central Supervisory Un,2024,All Students Surveyed,0.86
SU/District,Caledonia Central Supervisory Un,2024,Boys,0.73
SU/District,Caledonia Central Supervisory Un,2024,Girls,0.97
SU/District,Caledonia Central Supervisory Un,2024,Free and Reduced Lunch Eligible,0.87
SU/District,Caledonia Central Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0.86
SU/District,Caledonia Central Supervisory Un,2024,Attended Publicly Funded PreK,0.83
SU/District,Caledonia Central Supervisory Un,2024,Did Not Attend Publicly Funded PreK,1
SU/District,Central Vermont Supervisory Unio,2024,,54
SU/District,Central Vermont Supervisory Unio,2024,All Students Surveyed,0.75
SU/District,Central Vermont Supervisory Unio,2024,Boys,0.62
SU/District,Central Vermont Supervisory Unio,2024,Girls,0.89
SU/District,Central Vermont Supervisory Unio,2024,Free and Reduced Lunch Eligible,0.54
SU/District,Central Vermont Supervisory Unio,2024,Not Free and Reduced Lunch Eligible,0.8
SU/District,Central Vermont Supervisory Unio,2024,Attended Publicly Funded PreK,0.79
SU/District,Central Vermont Supervisory Unio,2024,Did Not Attend Publicly Funded PreK,0.55
SU/District,Champlain Valley Supervisory Dis,2024,,0
SU/District,Champlain Valley Supervisory Dis,2024,All Students Surveyed,0.94
SU/District,Champlain Valley Supervisory Dis,2024,Boys,0.9
SU/District,Champlain Valley Supervisory Dis,2024,Girls,0.98
SU/District,Champlain Valley Supervisory Dis,2024,Free and Reduced Lunch Eligible,0
SU/District,Champlain Valley Supervisory Dis,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Champlain Valley Supervisory Dis,2024,Attended Publicly Funded PreK,0.96
SU/District,Champlain Valley Supervisory Dis,2024,Did Not Attend Publicly Funded PreK,0.79
SU/District,Colchester School District,2024,,82
SU/District,Colchester School District,2024,All Students Surveyed,0.86
SU/District,Colchester School District,2024,Boys,0.83
SU/District,Colchester School District,2024,Girls,0.89
SU/District,Colchester School District,2024,Free and Reduced Lunch Eligible,0.82
SU/District,Colchester School District,2024,Not Free and Reduced Lunch Eligible,0.87
SU/District,Colchester School District,2024,Attended Publicly Funded PreK,0.91
SU/District,Colchester School District,2024,Did Not Attend Publicly Funded PreK,0.69
SU/District,Essex North Supervisory Union,2024,,0
SU/District,Essex North Supervisory Union,2024,All Students Surveyed,0
SU/District,Essex North Supervisory Union,2024,Boys,0
SU/District,Essex North Supervisory Union,2024,Girls,0
SU/District,Essex North Supervisory Union,2024,Free and Reduced Lunch Eligible,0
SU/District,Essex North Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Essex North Supervisory Union,2024,Attended Publicly Funded PreK,0
SU/District,Essex North Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Essex-Westford Unified Union SD,2024,,67
SU/District,Essex-Westford Unified Union SD,2024,All Students Surveyed,0.95
SU/District,Essex-Westford Unified Union SD,2024,Boys,0.91
SU/District,Essex-Westford Unified Union SD,2024,Girls,0.99
SU/District,Essex-Westford Unified Union SD,2024,Free and Reduced Lunch Eligible,0.67
SU/District,Essex-Westford Unified Union SD,2024,Not Free and Reduced Lunch Eligible,0.96
SU/District,Essex-Westford Unified Union SD,2024,Attended Publicly Funded PreK,0.94
SU/District,Essex-Westford Unified Union SD,2024,Did Not Attend Publicly Funded PreK,0.96
SU/District,Franklin Northeast Supervisory U,2024,,76
SU/District,Franklin Northeast Supervisory U,2024,All Students Surveyed,0.87
SU/District,Franklin Northeast Supervisory U,2024,Boys,0.84
SU/District,Franklin Northeast Supervisory U,2024,Girls,0.9
SU/District,Franklin Northeast Supervisory U,2024,Free and Reduced Lunch Eligible,0.76
SU/District,Franklin Northeast Supervisory U,2024,Not Free and Reduced Lunch Eligible,0.9
SU/District,Franklin Northeast Supervisory U,2024,Attended Publicly Funded PreK,0.9
SU/District,Franklin Northeast Supervisory U,2024,Did Not Attend Publicly Funded PreK,0.77
SU/District,Franklin West Supervisory Union,2024,,0
SU/District,Franklin West Supervisory Union,2024,All Students Surveyed,0.85
SU/District,Franklin West Supervisory Union,2024,Boys,0.89
SU/District,Franklin West Supervisory Union,2024,Girls,0.81
SU/District,Franklin West Supervisory Union,2024,Free and Reduced Lunch Eligible,0
SU/District,Franklin West Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Franklin West Supervisory Union,2024,Attended Publicly Funded PreK,0.86
SU/District,Franklin West Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0.83
SU/District,Grand Isle Supervisory Union,2024,,0
SU/District,Grand Isle Supervisory Union,2024,All Students Surveyed,0.86
SU/District,Grand Isle Supervisory Union,2024,Boys,0.74
SU/District,Grand Isle Supervisory Union,2024,Girls,1
SU/District,Grand Isle Supervisory Union,2024,Free and Reduced Lunch Eligible,0
SU/District,Grand Isle Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Grand Isle Supervisory Union,2024,Attended Publicly Funded PreK,0
SU/District,Grand Isle Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Greater Rutland County Superviso,2024,,53
SU/District,Greater Rutland County Superviso,2024,All Students Surveyed,0.8
SU/District,Greater Rutland County Superviso,2024,Boys,0.74
SU/District,Greater Rutland County Superviso,2024,Girls,0.86
SU/District,Greater Rutland County Superviso,2024,Free and Reduced Lunch Eligible,0.53
SU/District,Greater Rutland County Superviso,2024,Not Free and Reduced Lunch Eligible,0.86
SU/District,Greater Rutland County Superviso,2024,Attended Publicly Funded PreK,0
SU/District,Greater Rutland County Superviso,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Hartford School District,2024,,69
SU/District,Hartford School District,2024,All Students Surveyed,0.8
SU/District,Hartford School District,2024,Boys,0.78
SU/District,Hartford School District,2024,Girls,0.81
SU/District,Hartford School District,2024,Free and Reduced Lunch Eligible,0.69
